img_path,xmin,ymin,xmax,ymax,score
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,13448.4746625923,3286.4746625923,13461.5253374077,3299.5253374077,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,12600.29437229437,1418.29437229437,12605.70562770563,1423.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,13576.80353959765,3875.80353959765,13593.19646040235,3892.19646040235,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,16111.29437229437,6983.29437229437,16116.70562770563,6988.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,15756.4746625923,2725.4746625923,15769.5253374077,2738.5253374077,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,5195.29437229437,12193.29437229437,5200.70562770563,12198.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,3232.29437229437,11641.29437229437,3237.70562770563,11646.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,2508.29437229437,9855.29437229437,2513.70562770563,9860.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,2805.15635345045,8029.15635345045,2818.84364654955,8042.84364654955,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,3314.045072574485,6855.045072574485,3315.954927425515,6856.954927425515,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,8655.657754010695,12182.657754010695,8662.342245989305,12189.342245989305,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,8537.29437229437,11300.29437229437,8542.70562770563,11305.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6522.02113572702,9697.02113572702,6529.97886427298,9704.97886427298,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6546.29437229437,8729.29437229437,6551.70562770563,8734.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6662.22536287242,7374.22536287242,6671.77463712758,7383.77463712758,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6427.29437229437,7122.29437229437,6432.70562770563,7127.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,4824.29437229437,5995.29437229437,4829.70562770563,6000.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,11309.29437229437,9220.29437229437,11314.70562770563,9225.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,10281.29437229437,8963.29437229437,10286.70562770563,8968.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,10545.29437229437,7461.29437229437,10550.70562770563,7466.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,9968.29437229437,6553.29437229437,9973.70562770563,6558.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6964.29437229437,4506.29437229437,6969.70562770563,4511.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6349.8593073593,2969.8593073593,6360.1406926407,2980.1406926407,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,9354.6894576012,7391.6894576012,9373.3105423988,7410.3105423988,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,14808.29437229437,8128.29437229437,14813.70562770563,8133.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,14138.65495289025,6322.65495289025,14159.34504710975,6343.34504710975,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,14240.15635345045,4260.15635345045,14253.84364654955,4273.84364654955,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,11074.29437229437,2639.29437229437,11079.70562770563,2644.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,12049.09014514897,2005.09014514897,12052.90985485103,2008.90985485103,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,12485.45072574485,6156.45072574485,12504.54927425515,6175.54927425515,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,17246.38451744334,6404.38451744334,17255.61548255666,6413.61548255666,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,16344.29437229437,3887.29437229437,16349.70562770563,3892.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,4481.45072574485,10855.45072574485,4500.54927425515,10874.54927425515,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,3918.29437229437,11650.29437229437,3923.70562770563,11655.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,3582.29437229437,9813.29437229437,3587.70562770563,9818.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,2551.29437229437,8187.29437229437,2556.70562770563,8192.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,2222.29437229437,8072.29437229437,2227.70562770563,8077.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,1304.204227145405,8790.204227145405,1305.795772854595,8791.795772854595,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,2081.29437229437,10851.29437229437,2086.70562770563,10856.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,5383.7690348867,13333.7690348867,5402.2309651133,13352.2309651133,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,2743.0873440285,9761.0873440285,2760.9126559715,9778.9126559715,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,7585.29437229437,11986.29437229437,7590.70562770563,11991.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6563.29437229437,10779.29437229437,6568.70562770563,10784.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6719.97071555895,9322.97071555895,6730.02928444105,9333.02928444105,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6275.578176725235,8341.578176725236,6282.421823274765,8348.421823274764,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,4191.29437229437,7426.29437229437,4196.70562770563,7431.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,3848.29437229437,4628.29437229437,3853.70562770563,4633.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,5572.14311179015,8255.14311179015,5583.85688820985,8266.85688820985,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,7647.7239623122,11241.7239623122,7664.2760376878,11258.2760376878,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6684.03170359055,8624.03170359055,6695.96829640945,8635.96829640945,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,4629.29437229437,5407.29437229437,4634.70562770563,5412.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,10275.19085816145,9544.19085816145,10286.80914183855,9555.80914183855,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,9753.99719887955,8806.99719887955,9768.00280112045,8821.00280112045,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,8509.29437229437,7896.29437229437,8514.70562770563,7901.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,8736.86732874968,8233.86732874968,8741.13267125032,8238.13267125032,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,8346.29437229437,5093.29437229437,8351.70562770563,5098.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6982.29437229437,4827.29437229437,6987.70562770563,4832.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6342.69493251846,3777.69493251846,6345.30506748154,3780.30506748154,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,7908.9732620321,6578.9732620321,7929.0267379679,6599.0267379679,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,10652.40565317035,10372.40565317035,10669.59434682965,10389.59434682965,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,13751.29437229437,8541.29437229437,13756.70562770563,8546.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,12709.188082700955,6189.188082700955,12712.811917299045,6192.811917299045,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,11579.29437229437,5297.29437229437,11584.70562770563,5302.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,10059.29437229437,4515.29437229437,10064.70562770563,4520.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,10962.29437229437,2786.29437229437,10967.70562770563,2791.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,16330.29437229437,6400.29437229437,16335.70562770563,6405.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,13929.29437229437,3123.29437229437,13934.70562770563,3128.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,12965.24649859945,609.24649859945,12982.75350140055,626.75350140055,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6526.29437229437,13095.29437229437,6531.70562770563,13100.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,5575.29437229437,11127.29437229437,5580.70562770563,11132.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,4768.34479246244,10675.34479246244,4771.65520753756,10678.65520753756,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,4561.80353959765,8888.80353959765,4578.19646040235,8905.19646040235,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,2956.29437229437,8142.29437229437,2961.70562770563,8147.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,3175.84861217215,6589.84861217215,3194.15138782785,6608.15138782785,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,5053.4984721161,11963.4984721161,5072.5015278839,11982.5015278839,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,9161.29437229437,10656.29437229437,9166.70562770563,10661.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,8409.54367201426,9632.54367201426,8418.45632798574,9641.45632798574,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,7124.29437229437,8164.29437229437,7129.70562770563,8169.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6306.02380952381,6814.02380952381,6311.97619047619,6819.97619047619,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,4879.29437229437,4665.29437229437,4884.70562770563,4670.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,4985.6788897377,3008.6788897377,5000.3211102623,3023.3211102623,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,8064.29437229437,8647.29437229437,8069.70562770563,8652.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,12700.29437229437,9396.29437229437,12705.70562770563,9401.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,10855.29437229437,8070.29437229437,10860.70562770563,8075.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,10911.29437229437,6845.29437229437,10916.70562770563,6850.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,10221.804762824015,4637.804762824015,10226.195237175985,4642.195237175985,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,9738.29437229437,3462.29437229437,9743.70562770563,3467.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,10207.0873440285,7204.0873440285,10224.9126559715,7221.9126559715,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,16013.29437229437,7443.29437229437,16018.70562770563,7448.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,14496.29437229437,4937.29437229437,14501.70562770563,4942.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,13921.29437229437,4330.29437229437,13926.70562770563,4335.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,12351.42959001785,2211.42959001785,12362.57040998215,2222.57040998215,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,13901.9281894576,4810.9281894576,13920.0718105424,4829.0718105424,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,16587.04227145405,5303.04227145405,16602.95772854595,5318.95772854595,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,15663.29437229437,2874.29437229437,15668.70562770563,2879.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,5299.408454290805,12536.408454290806,5302.591545709195,12539.591545709194,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,5239.29437229437,10117.29437229437,5244.70562770563,10122.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,2130.522536287242,10029.522536287242,2131.477463712758,10030.477463712758,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,2872.29437229437,8200.29437229437,2877.70562770563,8205.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,2995.29437229437,6815.29437229437,3000.70562770563,6820.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,8409.29437229437,12141.29437229437,8414.70562770563,12146.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,7810.29437229437,11625.29437229437,7815.70562770563,11630.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6713.29437229437,9626.29437229437,6718.70562770563,9631.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6638.01056786351,8485.01056786351,6641.98943213649,8488.98943213649,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6338.29437229437,7716.29437229437,6343.70562770563,7721.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6755.29437229437,7208.29437229437,6760.70562770563,7213.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,5216.74789915965,4968.74789915965,5227.25210084035,4979.25210084035,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,11258.42959001785,9073.42959001785,11269.57040998215,9084.57040998215,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,9318.29437229437,8072.29437229437,9323.70562770563,8077.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,10546.29437229437,7379.29437229437,10551.70562770563,7384.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,7001.29437229437,5651.29437229437,7006.70562770563,5656.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,8623.726763432645,3330.726763432645,8626.273236567355,3333.273236567355,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6366.01578813345,3036.01578813345,6377.98421186655,3047.98421186655,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,9720.4852304558,7255.4852304558,9737.5147695442,7272.5147695442,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,14451.29437229437,7760.29437229437,14456.70562770563,7765.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,14366.29437229437,5883.29437229437,14371.70562770563,5888.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,13598.29437229437,4432.29437229437,13603.70562770563,4437.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,11746.29437229437,3048.29437229437,11751.70562770563,3053.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,11638.29437229437,2088.29437229437,11643.70562770563,2093.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,12533.3711484594,6525.3711484594,12552.6288515406,6544.6288515406,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,15903.111280876,3725.111280876,15914.888719124,3736.888719124,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,15717.20142602495,2567.20142602495,15732.79857397505,2582.79857397505,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,4605.29437229437,11348.29437229437,4610.70562770563,11353.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,4020.29437229437,11623.29437229437,4025.70562770563,11628.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,2256.29437229437,9657.29437229437,2261.70562770563,9662.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,1990.644512350395,8525.644512350395,1995.355487649605,8530.355487649605,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,1270.29437229437,8383.29437229437,1275.70562770563,8388.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,1747.23593073595,8434.23593073595,1760.76406926405,8447.76406926405,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,2601.30494015788,10662.30494015788,2610.69505984212,10671.69505984212,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,5601.166921314,13159.166921314,5618.833078686,13176.833078686,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,7693.567608861725,12666.567608861726,7696.432391138275,12669.432391138274,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6800.2704354469,11838.2704354469,6811.7295645531,11849.7295645531,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6165.780314437845,11190.780314437845,6172.219685562155,11197.219685562155,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6320.29437229437,9175.29437229437,6325.70562770563,9180.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,4676.29437229437,8459.29437229437,4681.70562770563,8464.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,4988.29437229437,6894.29437229437,4993.70562770563,6899.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,4142.29437229437,4929.29437229437,4147.70562770563,4934.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,5474.7133944487,8455.7133944487,5487.2866055513,8468.2866055513,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,8116.9070537306,11976.9070537306,8127.0929462694,11987.0929462694,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6361.5011459129,8113.5011459129,6378.4988540871,8130.4988540871,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,4747.994652406415,5226.994652406415,4752.005347593585,5231.005347593585,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,9139.29437229437,11052.29437229437,9144.70562770563,11057.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,9527.29437229437,8225.29437229437,9532.70562770563,8230.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,8896.29437229437,7621.29437229437,8901.70562770563,7626.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,9177.29437229437,7587.29437229437,9182.70562770563,7592.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,7957.29437229437,5477.29437229437,7962.70562770563,5482.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,7161.61268143621,4480.61268143621,7166.38731856379,4485.38731856379,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6937.29437229437,2873.29437229437,6942.70562770563,2878.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,8046.5197351668,6582.5197351668,8061.4802648332,6597.4802648332,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,10590.24917239625,8523.24917239625,10605.75082760375,8538.75082760375,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,13336.29437229437,8244.29437229437,13341.70562770563,8249.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,12758.19085816145,5731.19085816145,12769.80914183855,5742.80914183855,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,11590.6656480774,4807.6656480774,11603.3343519226,4820.3343519226,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,10892.29437229437,3649.29437229437,10897.70562770563,3654.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,9507.29437229437,354.29437229437,9512.70562770563,359.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,11071.132416603,5253.132416603,11090.867583397,5272.867583397,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,15807.29437229437,6092.29437229437,15812.70562770563,6097.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,14115.29437229437,2406.29437229437,14120.70562770563,2411.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,5292.29437229437,13119.29437229437,5297.70562770563,13124.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,3624.94155844156,8630.94155844156,3633.05844155844,8639.05844155844,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,3308.29437229437,8979.29437229437,3313.70562770563,8984.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,2523.29437229437,8494.29437229437,2528.70562770563,8499.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,2262.29437229437,7140.29437229437,2267.70562770563,7145.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,9011.29437229437,14018.29437229437,9016.70562770563,14023.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,7213.29437229437,9563.29437229437,7218.70562770563,9568.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,7271.567608861725,9697.567608861726,7274.432391138275,9700.432391138274,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6736.46676852559,8388.46676852559,6743.53323147441,8395.53323147441,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,7630.29437229437,6056.29437229437,7635.70562770563,6061.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6463.29437229437,6835.29437229437,6468.70562770563,6840.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,3891.01044053985,5092.01044053985,3906.98955946015,5107.98955946015,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,10692.29437229437,9098.29437229437,10697.70562770563,9103.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,10933.29437229437,8507.29437229437,10938.70562770563,8512.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,10450.29437229437,7341.29437229437,10455.70562770563,7346.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,8127.29437229437,5453.29437229437,8132.70562770563,5458.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,8595.29437229437,3681.29437229437,8600.70562770563,3686.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6940.8831168831,4503.8831168831,6957.1168831169,4520.1168831169,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,9531.4746625923,7236.4746625923,9544.5253374077,7249.5253374077,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,14308.29437229437,7825.29437229437,14313.70562770563,7830.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,12359.29437229437,6348.29437229437,12364.70562770563,6353.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,12417.29437229437,4173.29437229437,12422.70562770563,4178.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,13285.40565317035,4381.40565317035,13302.59434682965,4398.59434682965,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,11194.29437229437,728.29437229437,11199.70562770563,733.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,13195.29437229437,6588.29437229437,13200.70562770563,6593.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,16329.29437229437,4398.29437229437,16334.70562770563,4403.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,15449.29437229437,2670.29437229437,15454.70562770563,2675.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,3920.29437229437,11899.29437229437,3925.70562770563,11904.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,4031.5226528921,11599.5226528921,4036.4773471079,11604.4773471079,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,2691.23593073595,9926.23593073595,2704.76406926405,9939.76406926405,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,1905.29437229437,8473.29437229437,1910.70562770563,8478.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,1525.042398777695,6224.042398777695,1528.957601222305,6227.957601222305,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,2563.63381716325,8634.63381716325,2576.36618283675,8647.36618283675,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,2733.99719887955,10620.99719887955,2748.00280112045,10635.00280112045,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,5331.99719887955,12505.99719887955,5346.00280112045,12520.00280112045,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,7496.29437229437,12948.29437229437,7501.70562770563,12953.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6825.29437229437,10199.29437229437,6830.70562770563,10204.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6884.29437229437,10185.29437229437,6889.70562770563,10190.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6348.24929971989,9487.24929971989,6351.75070028011,9490.75070028011,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,4995.72186478527,6269.72186478527,5000.27813521473,6274.27813521473,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,5470.29437229437,7451.29437229437,5475.70562770563,7456.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,4086.7239623122,5070.7239623122,4103.2760376878,5087.2760376878,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,5437.64705882355,8617.64705882355,5452.35294117645,8632.35294117645,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,8020.40565317035,11903.40565317035,8037.59434682965,11920.59434682965,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,6267.6683218742,7844.6683218742,6278.3316781258,7855.3316781258,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,10430.29437229437,11063.29437229437,10435.70562770563,11068.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,10942.29437229437,9235.29437229437,10947.70562770563,9240.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,8502.29437229437,9769.29437229437,8507.70562770563,9774.70562770563,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,8759.42169595111,7700.42169595111,8764.57830404889,7705.57830404889,1.0
Leonor Aspiazu RGB/Leonor Aspiazu RGB.tif,7144.029758975815,7070.029758975815,7147.970241024185,7073.970241024185,1.0
