image_path,xmin,ymin,xmax,ymax,label
Flora Pluas RGB_15_11400_0_15400_4000.png,503.4057922,3112.997314,904.6893311,3541.432373,Tree
Nestor Macias RGB_8_7600_0_11600_4000.png,3080.20166,3319.888672,3297.150146,3520.611816,Tree
Flora Pluas RGB_13_7600_11400_11600_15400.png,2761.237793,1674.256836,3189.442139,2085.741699,Tree
Leonor Aspiazu RGB_13_11400_3800_15400_7800.png,569.5626831,2028.067261,808.4534912,2266.709229,Tree
Carlos Vera Arteaga RGB_1_0_3800_4000_7800.png,1467.907349,1786.643677,1692.938599,2016.76709,Tree
Carlos Vera Arteaga RGB_9_7600_3800_11600_7800.png,277.0209045,1604.484741,457.9147644,1796.415039,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,1729.71936,2628.146729,1892.081299,2791.661865,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,3877.203125,3074.100098,3992.951172,3276.407959,Tree
Nestor Macias RGB_1_0_3800_4000_7800.png,2996.443115,1153.023926,3228.635498,1376.832397,Tree
Leonor Aspiazu RGB_5_3800_3800_7800_7800.png,3616.193115,2793.537842,3865.532715,3053.256836,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,2407.976318,572.1651001,2593.571533,753.2630615,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,3109.116699,3758.640625,3349.452148,3991.860107,Tree
Flora Pluas RGB_21_12782_3800_16782_7800.png,1866.812256,2525.251221,2051.5271,2697.906738,Tree
Carlos Vera Arteaga RGB_1_0_3800_4000_7800.png,2318.837646,582.2496948,2517.048096,794.2049561,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,2534.760986,566.7105103,2693.140625,735.5617676,Tree
Flora Pluas RGB_16_11400_3800_15400_7800.png,1611.872559,2023.067627,1871.906128,2291.450439,Tree
Leonor Aspiazu RGB_13_11400_3800_15400_7800.png,1810.220337,2913.306641,2125.102295,3203.164551,Tree
Carlos Vera Arteaga RGB_14_11297_7600_15297_11600.png,462.2545166,289.774353,710.9203491,562.8296509,Tree
Leonor Aspiazu RGB_2_0_7600_4000_11600.png,2562.032959,1378.458252,2802.096436,1549.508911,Tree
Flora Pluas RGB_21_12782_3800_16782_7800.png,2722.186768,604.4337158,2980.511963,870.802124,Tree
Nestor Macias RGB_7_3800_9024_7800_13024.png,3313.274414,47.33545303,3599.931885,320.7268372,Tree
Flora Pluas RGB_10_7600_0_11600_4000.png,577.0393066,3017.460693,893.427124,3358.080322,Tree
Leonor Aspiazu RGB_6_3800_7600_7800_11600.png,1950.546509,1536.532104,2257.182617,1863.325806,Tree
Flora Pluas RGB_6_3800_3800_7800_7800.png,3096.042236,3.397574425,3413.518555,283.082428,Tree
Nestor Macias RGB_4_3800_0_7800_4000.png,1053.106567,3364.392578,1367.765747,3705.592529,Tree
Nestor Macias RGB_8_7600_0_11600_4000.png,1771.353394,1340.999268,2014.887329,1571.038574,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,3310.544189,2933.69751,3609.366455,3244.109375,Tree
Flora Pluas RGB_14_7600_11578_11600_15578.png,374.9269104,2131.215332,631.036438,2411.12793,Tree
Leonor Aspiazu RGB_1_0_3800_4000_7800.png,1440.054565,2676.417725,1709.193115,2965.822998,Tree
Leonor Aspiazu RGB_9_7600_3800_11600_7800.png,3732.596436,1440.966309,3994.369385,1814.93457,Tree
Flora Pluas RGB_8_3800_11400_7800_15400.png,1952.036621,2125.822754,2449.799805,2632.933105,Tree
Carlos Vera Arteaga RGB_4_3800_0_7800_4000.png,1961.422607,2252.673828,2199.438232,2503.894287,Tree
Nestor Macias RGB_7_3800_9024_7800_13024.png,1559.699097,3.939698219,1857.083374,247.1460114,Tree
Carlos Vera Guevara RGB_2_0_7600_4000_11600.png,3392.267822,12.35160542,3720.886719,167.8921204,Tree
Manuel Macias RGB_3_3800_0_7800_4000.png,1174.741699,1957.646484,1572.001587,2360.589355,Tree
Carlos Vera Arteaga RGB_1_0_3800_4000_7800.png,2434.368164,1445.750732,2614.983398,1636.224731,Tree
Flora Pluas RGB_6_3800_3800_7800_7800.png,150.394043,1000.895752,440.0105591,1292.229614,Tree
Carlos Vera Guevara RGB_9_7600_3800_11600_7800.png,983.7050781,11.67441559,1192.080933,187.4891968,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,2915.297852,475.1792908,3287.466797,880.8132324,Tree
Flora Pluas RGB_10_7600_0_11600_4000.png,1182.715332,3641.379883,1435.076172,3930.523438,Tree
Carlos Vera Guevara RGB_2_0_7600_4000_11600.png,3353.977539,1249.565186,3642.979736,1559.429077,Tree
Flora Pluas RGB_11_7600_3800_11600_7800.png,687.1203003,968.675354,996.2392578,1292.561035,Tree
Flora Pluas RGB_9_3800_11578_7800_15578.png,2969.54834,3300.239502,3243.991455,3561.919434,Tree
Manuel Macias RGB_5_3800_6879_7800_10879.png,2487.875244,1338.572388,2737.446777,1584.693848,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,3310.173584,3874.106689,3555.953613,3994.531006,Tree
Leonor Aspiazu RGB_11_7600_9855_11600_13855.png,1577.917358,411.215271,1960.073364,793.3311157,Tree
Manuel Macias RGB_10_9748_3800_13748_7800.png,753.9658813,2354.123291,1080.436401,2670.729736,Tree
Carlos Vera Arteaga RGB_10_7600_7600_11600_11600.png,2468.211426,1226.793701,2698.733887,1446.452271,Tree
Nestor Macias RGB_10_7600_7600_11600_11600.png,1279.55127,205.748291,1514.540405,452.4403381,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,2366.476318,381.8563843,2685.466553,697.9589844,Tree
Carlos Vera Guevara RGB_2_0_7600_4000_11600.png,3238.845459,235.2797089,3485.362549,474.3459167,Tree
Leonor Aspiazu RGB_6_3800_7600_7800_11600.png,3022.223877,6.619911671,3268.489746,191.802597,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,309.6454163,1906.653687,478.2594604,2084.248291,Tree
Flora Pluas RGB_17_11400_7600_15400_11600.png,2212.661865,2729.537354,2473.667969,3033.396484,Tree
Flora Pluas RGB_16_11400_3800_15400_7800.png,2301.439209,2528.050537,2604.220459,2837.755615,Tree
Flora Pluas RGB_5_3800_0_7800_4000.png,1999.040771,2736.155762,2894.062988,3563.46582,Tree
Nestor Macias RGB_11_7600_9024_11600_13024.png,354.8260193,2276.782959,664.9453125,2582.895264,Tree
Flora Pluas RGB_10_7600_0_11600_4000.png,3661.719971,2646.506836,3992.677979,3034.857422,Tree
Carlos Vera Arteaga RGB_8_7600_0_11600_4000.png,472.3184509,3383.766846,718.6851196,3627.188232,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,1550.492065,2651.783447,1774.597778,2871.366943,Tree
Manuel Macias RGB_6_7600_0_11600_4000.png,495.1936646,1001.01416,995.116333,1470.312622,Tree
Nestor Macias RGB_2_0_7600_4000_11600.png,2282.834229,2569.070801,2547.727783,2854.024414,Tree
Nestor Macias RGB_7_3800_9024_7800_13024.png,2871.650391,994.2111816,3062.782471,1196.083374,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,1831.011719,2796.416016,2076.508545,3031.369385,Tree
Flora Pluas RGB_13_7600_11400_11600_15400.png,1146.259155,3071.786133,1490.578125,3279.165527,Tree
Leonor Aspiazu RGB_11_7600_9855_11600_13855.png,2697.066895,1277.792969,2977.888184,1499.779541,Tree
Carlos Vera Arteaga RGB_13_11297_3800_15297_7800.png,1224.77063,1490.023438,1450.255859,1726.944214,Tree
Nestor Macias RGB_4_3800_0_7800_4000.png,1634.11499,2716.536865,2024.759155,3132.905029,Tree
Carlos Vera Arteaga RGB_14_11297_7600_15297_11600.png,1651.78125,2451.632568,1798.37854,2637.876465,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,2242.046387,1852.835449,2548.851318,2189.842041,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,2318.73584,3790.857422,2637.910156,3995.723877,Tree
Manuel Macias RGB_1_0_3800_4000_7800.png,1367.194092,3052.261963,1599.784546,3305.682617,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,1227.146606,510.5791016,1521.41626,852.4039307,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,1147.569702,3618.271973,1391.363525,3843.709717,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,2230.333008,3058.281982,2749.690918,3605.463379,Tree
Flora Pluas RGB_8_3800_11400_7800_15400.png,3347.339355,473.1894226,3691.256104,831.5443115,Tree
Leonor Aspiazu RGB_13_11400_3800_15400_7800.png,570.2755737,707.8675537,936.9827881,1106.278809,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,3091.103516,308.1705933,3277.850342,507.2724609,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,2278.975098,932.8262329,2558.609375,1246.721558,Tree
Leonor Aspiazu RGB_10_7600_7600_11600_11600.png,1212.85791,190.8772125,1453.364746,414.5662537,Tree
Leonor Aspiazu RGB_11_7600_9855_11600_13855.png,1789.404541,284.3317261,2054.93457,513.2025146,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,2447.508057,2778.716309,2690.913086,3019.089844,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,563.6455078,1604.620483,827.9614258,1850.696899,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,805.3861694,2528.417969,1080.124023,2787.62793,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,2832.31665,758.8598633,3065.782959,978.5210571,Tree
Carlos Vera Arteaga RGB_2_0_7600_4000_11600.png,1234.516724,3237.826904,1906.968262,3925.738525,Tree
Nestor Macias RGB_12_11003_0_15003_4000.png,821.5579224,3081.866455,1087.910156,3357.000977,Tree
Leonor Aspiazu RGB_11_7600_9855_11600_13855.png,1887.578979,1323.482788,2368.185303,1808.02063,Tree
Flora Pluas RGB_7_3800_7600_7800_11600.png,3146.354736,2426.665771,3461.125488,2763.739014,Tree
Nestor Macias RGB_3_0_9024_4000_13024.png,2947.845215,1421.235229,3399.491455,1878.278076,Tree
Flora Pluas RGB_6_3800_3800_7800_7800.png,1479.706909,1744.867676,1832.687988,2143.225586,Tree
Carlos Vera Guevara RGB_2_0_7600_4000_11600.png,3680.859619,1349.190063,3914.585205,1603.015137,Tree
Flora Pluas RGB_7_3800_7600_7800_11600.png,3491.648926,2454.253906,3734.920654,2692.946777,Tree
Leonor Aspiazu RGB_5_3800_3800_7800_7800.png,3347.323975,3727.33374,3734.047852,3999.033691,Tree
Flora Pluas RGB_12_7600_7600_11600_11600.png,2596.913086,491.3503723,2947.236328,855.7525024,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,3882.754395,1332.950073,3996.000732,1570.602295,Tree
Manuel Macias RGB_0_0_0_4000_4000.png,2433.111816,156.5795746,2815.033447,543.1436768,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,4.613091946,3040.919678,215.7303925,3382.310059,Tree
Carlos Vera Guevara RGB_7_3800_8305_7800_12305.png,1518.443115,14.09797573,1722.322876,230.1043854,Tree
Leonor Aspiazu RGB_9_7600_3800_11600_7800.png,2042.18457,1382.264648,2387.647705,1745.304688,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,2997.05957,1696.398804,3551.060791,2241.493164,Tree
Nestor Macias RGB_2_0_7600_4000_11600.png,1039.920044,1480.980835,1273.364746,1758.833984,Tree
Manuel Macias RGB_4_3800_3800_7800_7800.png,1333.656006,632.4671631,1636.373901,898.5223389,Tree
Carlos Vera Arteaga RGB_2_0_7600_4000_11600.png,2175.03833,3720.522461,2440.751953,3991.452148,Tree
Nestor Macias RGB_10_7600_7600_11600_11600.png,1244.506592,2603.329346,1531.921631,2860.256348,Tree
Nestor Macias RGB_7_3800_9024_7800_13024.png,2214.100098,3155.679688,2683.022461,3616.820313,Tree
Manuel Macias RGB_7_7600_3800_11600_7800.png,1860.835083,3007.453613,2178.789063,3288.599609,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,2950.823242,1954.13269,3116.052734,2119.301025,Tree
Flora Pluas RGB_22_12782_7600_16782_11600.png,4.136685848,2126.595947,379.4606323,2541.482422,Tree
Flora Pluas RGB_21_12782_3800_16782_7800.png,1947.75708,1925.285889,2293.552734,2269.32959,Tree
Flora Pluas RGB_5_3800_0_7800_4000.png,3104.779541,1816.06958,3481.210205,2240.29541,Tree
Nestor Macias RGB_4_3800_0_7800_4000.png,3139.991211,3591.507324,3320.20752,3794.690918,Tree
Carlos Vera Guevara RGB_2_0_7600_4000_11600.png,1716.354126,621.850647,1865.93042,782.711731,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,1665.672119,3594.058105,1884.223022,3837.073975,Tree
Nestor Macias RGB_1_0_3800_4000_7800.png,2421.505615,2696.312012,2693.977051,2969.592773,Tree
Nestor Macias RGB_3_0_9024_4000_13024.png,2624.353027,7.873685837,2908.30542,132.6049805,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,1710.670166,396.0926514,2056.94751,729.0165405,Tree
Flora Pluas RGB_12_7600_7600_11600_11600.png,47.45628738,2927.284912,423.197937,3337.632324,Tree
Nestor Macias RGB_4_3800_0_7800_4000.png,1487.333618,1948.845337,1727.243286,2158.293457,Tree
Manuel Macias RGB_3_3800_0_7800_4000.png,1506.457153,777.0999756,1936.409302,1264.390503,Tree
Manuel Macias RGB_2_0_6879_4000_10879.png,1773.144775,818.0713501,2068.506348,1120.640869,Tree
Nestor Macias RGB_10_7600_7600_11600_11600.png,1168.633789,1419.221558,1340.020508,1599.804932,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,2838.78418,1018.427734,3196.406006,1356.151245,Tree
Nestor Macias RGB_7_3800_9024_7800_13024.png,1250.150635,114.8623428,1425.77832,302.8181152,Tree
Nestor Macias RGB_13_11003_3800_15003_7800.png,1982.419067,1417.016113,2240.45459,1679.25354,Tree
Nestor Macias RGB_6_3800_7600_7800_11600.png,1877.863403,68.64762878,2168.621094,375.6544495,Tree
Leonor Aspiazu RGB_3_0_9855_4000_13855.png,2013.59082,8.29274559,2279.928223,184.9711151,Tree
Leonor Aspiazu RGB_10_7600_7600_11600_11600.png,981.1211548,5.122253895,1280.84375,139.3299408,Tree
Nestor Macias RGB_13_11003_3800_15003_7800.png,3430.286621,737.7614746,3765.482178,1065.090942,Tree
Carlos Vera Arteaga RGB_11_7600_11053_11600_15053.png,95.80459595,481.8217468,1136.397461,1523.578735,Tree
Flora Pluas RGB_6_3800_3800_7800_7800.png,1007.991943,3042.263672,1313.024414,3348.68042,Tree
Leonor Aspiazu RGB_7_3800_9855_7800_13855.png,3726.932373,1637.271729,3999.84668,1942.59082,Tree
Flora Pluas RGB_22_12782_7600_16782_11600.png,1297.974854,1975.568726,1637.477295,2260.500488,Tree
Flora Pluas RGB_11_7600_3800_11600_7800.png,2236.606445,1829.65625,2457.013428,2044.354858,Tree
Carlos Vera Arteaga RGB_11_7600_11053_11600_15053.png,3659.494629,304.6808472,3807.859863,470.9234314,Tree
Carlos Vera Arteaga RGB_7_3800_11053_7800_15053.png,922.4699707,1131.330933,1090.855713,1296.221558,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,608.5064697,602.2651367,810.7422485,801.8584595,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,39.77359772,393.5144348,264.065033,695.1364746,Tree
Nestor Macias RGB_12_11003_0_15003_4000.png,868.9434204,2662.386963,1165.408569,2982.660156,Tree
Carlos Vera Guevara RGB_3_0_8305_4000_12305.png,2893.605713,244.0111084,3095.620605,451.2578125,Tree
Flora Pluas RGB_10_7600_0_11600_4000.png,3741.282227,2388.033447,3982.967285,2659.358887,Tree
Flora Pluas RGB_8_3800_11400_7800_15400.png,648.9051514,2488.760254,980.3873291,2861.750977,Tree
Carlos Vera Arteaga RGB_13_11297_3800_15297_7800.png,5.663257122,608.1386108,199.1162109,922.6133423,Tree
Flora Pluas RGB_0_0_0_4000_4000.png,3790.962402,2662.817627,3997.257568,3012.950439,Tree
Leonor Aspiazu RGB_8_7600_0_11600_4000.png,3670.847656,3403.534424,3993.870605,3816.565186,Tree
Carlos Vera Arteaga RGB_5_3800_3800_7800_7800.png,598.6383667,3645.515137,855.0107422,3916.220947,Tree
Carlos Vera Arteaga RGB_5_3800_3800_7800_7800.png,3764.967529,2747.711182,3978.661865,2932.958496,Tree
Carlos Vera Arteaga RGB_5_3800_3800_7800_7800.png,1198.130981,3084.118408,1380.634277,3293.264404,Tree
Flora Pluas RGB_13_7600_11400_11600_15400.png,3634.366455,561.7485352,3851.511475,784.4992065,Tree
Nestor Macias RGB_1_0_3800_4000_7800.png,2944.989014,3036.438965,3198.054199,3300.436035,Tree
Carlos Vera Arteaga RGB_0_0_0_4000_4000.png,1584.526001,3605.191895,2002.917725,3995.958496,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,1384.25293,2645.424805,1535.257568,2813.733154,Tree
Flora Pluas RGB_16_11400_3800_15400_7800.png,268.3451538,3265.031982,626.7565308,3652.452637,Tree
Carlos Vera Guevara RGB_7_3800_8305_7800_12305.png,1314.870728,2751.489502,1530.567871,2980.877441,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,2436.812012,1143.765381,2666.431885,1393.368774,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,2449.079102,763.9821777,2739.083496,1018.719727,Tree
Nestor Macias RGB_13_11003_3800_15003_7800.png,732.0603027,877.999939,910.0670776,1072.706299,Tree
Nestor Macias RGB_10_7600_7600_11600_11600.png,705.2316895,3546.869873,1082.75293,3986.248779,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,1378.169312,346.077301,1630.658569,590.4956665,Tree
Carlos Vera Arteaga RGB_2_0_7600_4000_11600.png,484.0259399,913.4246216,727.1917725,1176.361938,Tree
Flora Pluas RGB_11_7600_3800_11600_7800.png,1215.504761,556.0610962,1537.893066,896.774231,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,1656.0896,3065.416016,1836.260986,3257.549805,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,1994.722656,2431.12793,2278.473389,2730.198975,Tree
Carlos Vera Arteaga RGB_9_7600_3800_11600_7800.png,2756.53125,2827.893555,2943.841064,2999.305176,Tree
Leonor Aspiazu RGB_5_3800_3800_7800_7800.png,1967.320801,2593.803955,2302.253418,2922.00293,Tree
Nestor Macias RGB_2_0_7600_4000_11600.png,3862.20459,3810.755859,4000.0,4000.0,Tree
Nestor Macias RGB_1_0_3800_4000_7800.png,2645.986084,1586.93811,2863.980713,1804.420288,Tree
Carlos Vera Guevara RGB_8_7600_0_11600_4000.png,726.2019043,3448.904053,914.3987427,3638.414795,Tree
Carlos Vera Guevara RGB_3_0_8305_4000_12305.png,2838.221924,1850.48584,3118.990967,2116.591309,Tree
Flora Pluas RGB_15_11400_0_15400_4000.png,28.80587578,1688.043823,340.1813965,2025.291748,Tree
Leonor Aspiazu RGB_2_0_7600_4000_11600.png,1232.5896,494.1756897,1495.1604,790.2943115,Tree
Leonor Aspiazu RGB_2_0_7600_4000_11600.png,2993.353271,2412.83252,3246.558838,2657.888672,Tree
Leonor Aspiazu RGB_9_7600_3800_11600_7800.png,1664.544189,1027.921387,1875.8479,1271.946777,Tree
Flora Pluas RGB_6_3800_3800_7800_7800.png,1629.683228,3410.241455,1943.117188,3745.294678,Tree
Carlos Vera Arteaga RGB_2_0_7600_4000_11600.png,398.4450989,1375.215454,625.4385986,1599.696899,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,1041.35376,1310.501587,1314.84314,1586.928101,Tree
Carlos Vera Arteaga RGB_1_0_3800_4000_7800.png,1222.391357,3387.081299,1601.264648,3802.532959,Tree
Leonor Aspiazu RGB_2_0_7600_4000_11600.png,1303.180664,1340.47937,1520.123291,1539.774292,Tree
Carlos Vera Guevara RGB_0_0_0_4000_4000.png,1845.044067,3135.18457,2040.887695,3311.064209,Tree
Nestor Macias RGB_4_3800_0_7800_4000.png,650.8743286,2840.145752,947.0309448,3168.457031,Tree
Carlos Vera Arteaga RGB_8_7600_0_11600_4000.png,858.9867554,913.7421875,1111.53186,1155.465942,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,613.4835815,1304.473389,862.3156738,1542.727173,Tree
Nestor Macias RGB_2_0_7600_4000_11600.png,3231.586182,6.664487839,3511.199219,266.4782715,Tree
Carlos Vera Arteaga RGB_1_0_3800_4000_7800.png,1330.869385,595.8378296,1592.090332,887.8479614,Tree
Flora Pluas RGB_7_3800_7600_7800_11600.png,1839.338501,3249.56958,2224.423828,3606.942383,Tree
Flora Pluas RGB_22_12782_7600_16782_11600.png,1744.073364,1340.587646,1906.570435,1505.332642,Tree
Nestor Macias RGB_12_11003_0_15003_4000.png,642.7116089,1946.898926,896.8421631,2194.563232,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,4.46826458,1331.092041,129.404068,1568.077393,Tree
Flora Pluas RGB_6_3800_3800_7800_7800.png,1626.438232,594.7402344,1873.648926,832.0263672,Tree
Leonor Aspiazu RGB_11_7600_9855_11600_13855.png,1210.283203,300.6505432,1494.703003,576.2679443,Tree
Leonor Aspiazu RGB_6_3800_7600_7800_11600.png,2423.568359,892.3953857,2721.215088,1214.358032,Tree
Leonor Aspiazu RGB_7_3800_9855_7800_13855.png,1958.830078,64.4807663,2330.489746,452.8957214,Tree
Carlos Vera Arteaga RGB_6_3800_7600_7800_11600.png,3065.076904,294.7613831,3211.069092,441.1259155,Tree
Nestor Macias RGB_3_0_9024_4000_13024.png,1318.414185,22.48181534,1702.777832,416.1705322,Tree
Flora Pluas RGB_6_3800_3800_7800_7800.png,720.7924805,2971.427002,1030.417114,3322.280518,Tree
Flora Pluas RGB_1_0_3800_4000_7800.png,1320.395508,528.2982788,1666.422729,891.8692017,Tree
Carlos Vera Arteaga RGB_5_3800_3800_7800_7800.png,212.7449493,1687.93457,460.4387817,1917.700562,Tree
Flora Pluas RGB_13_7600_11400_11600_15400.png,117.7443314,2189.212891,426.7800598,2520.29834,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,1116.179077,757.9686279,1332.541748,1008.23645,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,3626.525635,1343.572876,3854.4646,1579.40979,Tree
Flora Pluas RGB_7_3800_7600_7800_11600.png,2879.406494,2793.827148,3223.44751,3161.609863,Tree
Carlos Vera Arteaga RGB_4_3800_0_7800_4000.png,8.063111782,3612.566895,261.163269,3882.89624,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,2907.155762,454.1303711,3204.870605,745.5626831,Tree
Carlos Vera Arteaga RGB_9_7600_3800_11600_7800.png,359.7431335,554.21698,543.9202271,746.8314819,Tree
Manuel Macias RGB_1_0_3800_4000_7800.png,2564.115234,1794.522827,2745.658936,1992.401245,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,1441.272217,1017.024536,1909.140503,1494.456299,Tree
Carlos Vera Arteaga RGB_14_11297_7600_15297_11600.png,920.7636108,3601.270508,1102.169312,3798.619873,Tree
Flora Pluas RGB_0_0_0_4000_4000.png,2892.467041,3155.355225,3152.588867,3412.706299,Tree
Manuel Macias RGB_4_3800_3800_7800_7800.png,1809.130493,2374.946777,2065.244385,2640.38208,Tree
Nestor Macias RGB_8_7600_0_11600_4000.png,609.5603027,2596.939941,867.3093872,2852.645264,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,49.30824661,3045.782715,376.9848633,3347.229492,Tree
Manuel Macias RGB_10_9748_3800_13748_7800.png,599.3878174,3069.668457,783.7332764,3262.741699,Tree
Manuel Macias RGB_11_9748_6879_13748_10879.png,904.0775757,500.0679016,1279.910278,888.8195801,Tree
Flora Pluas RGB_8_3800_11400_7800_15400.png,2967.723877,3477.677979,3234.010498,3735.095703,Tree
Nestor Macias RGB_7_3800_9024_7800_13024.png,1792.324463,2089.522705,2051.65332,2339.384766,Tree
Carlos Vera Guevara RGB_3_0_8305_4000_12305.png,1371.283691,192.9963074,1532.025757,353.1584167,Tree
Nestor Macias RGB_5_3800_3800_7800_7800.png,1264.48645,2058.966064,1525.417236,2309.961182,Tree
Carlos Vera Arteaga RGB_11_7600_11053_11600_15053.png,3222.03418,1397.715576,3475.195801,1693.792969,Tree
Manuel Macias RGB_1_0_3800_4000_7800.png,3562.55835,2405.323486,3788.960449,2625.508057,Tree
Carlos Vera Arteaga RGB_4_3800_0_7800_4000.png,2657.9729,1934.495728,2820.700684,2104.607422,Tree
Carlos Vera Arteaga RGB_4_3800_0_7800_4000.png,497.5808411,3389.581787,662.7347412,3540.128662,Tree
Nestor Macias RGB_1_0_3800_4000_7800.png,538.5630493,2209.702148,775.7781372,2478.526123,Tree
Leonor Aspiazu RGB_3_0_9855_4000_13855.png,2815.08667,1300.080444,3129.737793,1544.690063,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,4.67487669,322.705658,209.1406555,673.5877686,Tree
Nestor Macias RGB_13_11003_3800_15003_7800.png,2107.75,3484.56665,2452.906982,3785.108398,Tree
Leonor Aspiazu RGB_9_7600_3800_11600_7800.png,1762.630493,3163.745605,1986.043335,3382.203369,Tree
Leonor Aspiazu RGB_1_0_3800_4000_7800.png,613.0893555,2097.973389,836.9470215,2332.061768,Tree
Manuel Macias RGB_7_7600_3800_11600_7800.png,2025.587036,1094.046021,2343.138184,1422.619019,Tree
Carlos Vera Arteaga RGB_5_3800_3800_7800_7800.png,584.3496094,268.0842285,842.6694336,516.7373657,Tree
Carlos Vera Guevara RGB_4_3800_0_7800_4000.png,287.1260376,3592.598633,487.7738953,3867.620605,Tree
Leonor Aspiazu RGB_9_7600_3800_11600_7800.png,2848.717529,3073.381836,3170.551514,3411.959229,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,2752.108398,5.176668644,2974.722168,130.4234619,Tree
Carlos Vera Guevara RGB_2_0_7600_4000_11600.png,2651.432129,2553.83252,2895.187256,2809.316162,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,3179.124756,2418.257568,3369.421387,2578.810059,Tree
Nestor Macias RGB_8_7600_0_11600_4000.png,1417.720337,3531.228516,1814.172852,3968.500732,Tree
Nestor Macias RGB_9_7600_3800_11600_7800.png,1204.728271,2308.970459,1421.509399,2542.351318,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,1113.179077,754.9686279,1334.541748,1010.23645,Tree
Carlos Vera Guevara RGB_3_0_8305_4000_12305.png,2513.918945,1234.761841,2838.560791,1579.668213,Tree
Flora Pluas RGB_13_7600_11400_11600_15400.png,3180.785156,858.6533813,3681.228027,1377.203491,Tree
Carlos Vera Arteaga RGB_6_3800_7600_7800_11600.png,24.89972687,1812.138184,375.265625,2238.508789,Tree
Nestor Macias RGB_8_7600_0_11600_4000.png,1834.653198,599.3779907,2508.569824,1381.232178,Tree
Carlos Vera Arteaga RGB_14_11297_7600_15297_11600.png,2141.517822,275.3330994,2399.562012,521.5599976,Tree
Carlos Vera Guevara RGB_5_3800_3800_7800_7800.png,1907.692749,14.24090099,2157.239746,212.7485809,Tree
Carlos Vera Guevara RGB_1_0_3800_4000_7800.png,1661.339722,1912.383423,1830.808105,2077.443848,Tree
Flora Pluas RGB_0_0_0_4000_4000.png,1533.208496,3778.975098,1882.440674,3989.03418,Tree
Carlos Vera Guevara RGB_6_3800_7600_7800_11600.png,1205.487793,1015.902771,1398.187134,1183.197998,Tree
Manuel Macias RGB_1_0_3800_4000_7800.png,3464.814453,360.6895447,3737.450195,630.6275635,Tree
